title,url,date_range,start_date,end_date,image_url,categories,main_category,site_name,info,site_domain,site_type,scraped_date,detail_title,subtitle,detail_content,summary,venue,address,phone,price,detail_images,image_count,keywords,view_count
"한 줄의 지혜, 한 권의 인생: 공감과 성찰의 12주",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2540?menuCd=NS_PRO_CAL,2025-06-17 ~ 2025-08-28,2025-06-17,2025-08-28,https://inmun360.culture.go.kr/b2bc/file/download/42311,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:12,인문네트워크,,,,신청/정원(명),확인하기,064-728-1503,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2540', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
대중문화로 만나는 한국의 전통문화,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2487?menuCd=NS_PRO_CAL,2025-05-29 ~ 2025-08-28,2025-05-29,2025-08-28,https://inmun360.culture.go.kr/b2bc/file/download/40837,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,02-432-4123,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2487', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"미술, 내 삶에 담아내는 이해와 감상 - 예술 가치와 비평",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2471?menuCd=NS_PRO_CAL,2025-06-05 ~ 2025-08-28,2025-06-05,2025-08-28,https://inmun360.culture.go.kr/b2bc/file/download/41250,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,02-2230-2901,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2471', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
인문학을 통한 삶의 지혜와 회복,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2449?menuCd=NS_PRO_CAL,2025-06-05 ~ 2025-08-28,2025-06-05,2025-08-28,https://inmun360.culture.go.kr/b2bc/file/download/40556,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,053-664-3572,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2449', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"역사와 함께 읽는 고전, 고전과 함께 읽는 역사 (부제: 고전의 시선으로 따라가는 서양 문명 이야기)",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2441?menuCd=NS_PRO_CAL,2025-06-12 ~ 2025-08-28,2025-06-12,2025-08-28,https://inmun360.culture.go.kr/b2bc/file/download/40607,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,02-900-1835,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2441', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"대중음악을 통해 이해하는 한국의 과거, 현재, 미래",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2444?menuCd=NS_PRO_CAL,2025-05-29 ~ 2025-08-28,2025-05-29,2025-08-28,https://inmun360.culture.go.kr/b2bc/file/download/44528,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,02-3407-1100,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2444', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
영화와 문학을 통해서 배우는 세계사의 교훈,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2412?menuCd=NS_PRO_CAL,2025-06-12 ~ 2025-08-28,2025-06-12,2025-08-28,https://inmun360.culture.go.kr/b2bc/file/download/41761,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,031-8075-9391,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2412', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
초록빛 목소리,https://theater.arko.or.kr/product/performance/259324,2025-08-23 ~ 2025-08-29,2025-08-23,2025-08-29,https://theater.arko.or.kr/Down/Rent/202507/6f7a5a7b-44b2-4370-8c9d-ef4ef8560ce8.jpg,"['공연', '아르코 대학로 예술극장']",공연,아르코 대학로 예술극장,아르코예술극장 소극장만 7세(초등학생) 이상,theater.arko.or.kr,기타,2025-08-17 12:53:13,공연예매,,,아르코·대학로예술극장,아르코예술극장 대극장,보유기간 및 이용안내 : 2년,02-3668-0007,,"['https://theater.arko.or.kr/images/logo.svg', 'https://theater.arko.or.kr/images/icon/bottom_arrow.png', 'https://theater.arko.or.kr/images/sns/instargram.png', 'https://theater.arko.or.kr/images/sns/facebook.png', 'https://theater.arko.or.kr/images/sns/post.png']",15,"한국문화예술위원회,아르코·대학로예술극장,공연소개,초록빛,목소리",
수어 역사를 노래하다 Ⅱ,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2728?menuCd=NS_PRO_CAL,2025-06-13 ~ 2025-08-29,2025-06-13,2025-08-29,https://inmun360.culture.go.kr/b2bc/file/download/45071,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,042-345-9993,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2728', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
그림책으로 내 마음 살펴보기,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2414?menuCd=NS_PRO_CAL,2025-07-11 ~ 2025-08-29,2025-07-11,2025-08-29,https://inmun360.culture.go.kr/b2bc/file/download/47986,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,031-770-2562,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2414', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
제31회 창무국제공연예술제 : 대지의 목소리,https://theater.arko.or.kr/product/performance/259319,2025-08-23 ~ 2025-08-30,2025-08-23,2025-08-30,https://theater.arko.or.kr/Down/Rent/202507/f5224976-fcfc-4b41-94d7-b62b8876e266.jpg,"['공연', '아르코 대학로 예술극장']",공연,아르코 대학로 예술극장,아르코예술극장 대극장만 7세(초등학생) 이상,theater.arko.or.kr,기타,2025-08-17 12:53:13,공연예매,,,아르코·대학로예술극장,아르코예술극장 대극장,보유기간 및 이용안내 : 2년,02-3668-0007,,"['https://theater.arko.or.kr/images/logo.svg', 'https://theater.arko.or.kr/images/icon/bottom_arrow.png', 'https://theater.arko.or.kr/images/sns/instargram.png', 'https://theater.arko.or.kr/images/sns/facebook.png', 'https://theater.arko.or.kr/images/sns/post.png']",15,"한국문화예술위원회,아르코·대학로예술극장,공연소개,제31회,창무국제공연예술제,:,대지의,목소리",
2025 길위의 인문학(청년),https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2898?menuCd=NS_PRO_CAL,2025-07-05 ~ 2025-08-30,2025-07-05,2025-08-30,https://inmun360.culture.go.kr/b2bc/file/download/50972,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,033-912-5001,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2898', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
모두의 천문학,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2785?menuCd=NS_PRO_CAL,2025-06-25 ~ 2025-08-30,2025-06-25,2025-08-30,https://inmun360.culture.go.kr/b2bc/file/download/45184,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,055-225-7321,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2785', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
색(色)으로 읽는 인문학 – 나주의 색(色),https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2717?menuCd=NS_PRO_CAL,2025-06-28 ~ 2025-08-30,2025-06-28,2025-08-30,https://inmun360.culture.go.kr/b2bc/file/download/46073,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,061-335-0091,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2717', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"음악, 당신의 이야기를 들려주세요",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2680?menuCd=NS_PRO_CAL,2025-06-19 ~ 2025-08-30,2025-06-19,2025-08-30,https://inmun360.culture.go.kr/b2bc/file/download/43258,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,032-505-0062,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2680', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
부산의 근대와 마주한 나,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2613?menuCd=NS_PRO_CAL,2025-06-12 ~ 2025-08-30,2025-06-12,2025-08-30,https://inmun360.culture.go.kr/b2bc/file/download/42432,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,051-891-2022,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2613', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
2025 지혜학교 <철학자에게 배우는 공존의 길>,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2560?menuCd=NS_PRO_CAL,2025-06-14 ~ 2025-08-30,2025-06-14,2025-08-30,https://inmun360.culture.go.kr/b2bc/file/download/43881,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:13,인문네트워크,,,,신청/정원(명),확인하기,02-2209-0095,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2560', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"세상을 읽는 영화, 역사를 품은 문학 (부제: 책과 스크린으로 배우는 세계사)",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2440?menuCd=NS_PRO_CAL,2025-06-14 ~ 2025-08-30,2025-06-14,2025-08-30,https://inmun360.culture.go.kr/b2bc/file/download/40633,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,02-900-1835,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2440', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
문화예술행정 예비자코스 : Starting,https://hrd.arko.or.kr/course/active/detail.do?courseActiveSeq=4433&courseMasterSeq=639,2025-08-23 ~ 2025-08-30,2025-08-23,2025-08-30,https://hrd.arko.or.kr/storage/image/temp/2025/07/16/LHILVoKyerAxTThgEr8U.jpg,"['교육', '문화예술 내 일']",교육,문화예술 내 일,,hrd.arko.or.kr,문화예술 내 일,2025-08-17 12:53:17,,,"교육신청 과정상세 문화예술행정 예비자코스 : Starting 즐겨찾기 좋아요 공유하기 URL 복사 페이스북 트위터 신청기간 2025-07-18~2025-08-10 교육기간 2025-08-23~2025-08-30 교육시간 10시간 교육장소 서울예술인지원센터 교육일수 2일 교 육 비 0 원 수강정원 제한없음
									(신청인원 111 명) 온라인교육에 대한 기수, 수강신청기간, 학습기간, 미리보기,신청하기에 대한 내용을 확인 할 수 있는 표입니다. 기수 수강신청기간 학습기간 미리보기 신청하기 1기 2025-07-18~2025-08-10 2025-08-23~2025-08-30 미리보기 신청마감 종료 학습 보기 (종료된학습)과정의 기수, 수강신청기간, 학습기간, 미리보기, 신청하기에 대한 내용을	확인할 수 있는 표입니다 기수 수강신청기간 학습기간 미리보기 신청하기 교육내용 뒤로가기",,서울예술인지원센터,,02-760-4656,무료,"['https://thearts.arko.or.kr/static/new/images/newmain/Taegeukgi.png', 'https://thearts.arko.or.kr/static/new/images/newmain/new-main-logo.png', 'https://thearts.arko.or.kr/static/new/images/newmain/new-main-logo.png', 'https://thearts.arko.or.kr/static/new/images/newmain/facebook-icon.png', 'https://thearts.arko.or.kr/static/new/images/newmain/insta-icon.png']",17,,
영산강을 따라 흐르는 나주인의 정신문화,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2764?menuCd=NS_PRO_CAL,2025-06-23 ~ 2025-09-01,2025-06-23,2025-09-01,https://inmun360.culture.go.kr/b2bc/file/download/47127,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,061-339-4584,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2764', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
문명사로 보는 아시아 문화인류학,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2730?menuCd=NS_PRO_CAL,2025-06-17 ~ 2025-09-02,2025-06-17,2025-09-02,https://inmun360.culture.go.kr/b2bc/file/download/50576,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,20250528091,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2730', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
어른을 위한 옛이야기 사용법,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2497?menuCd=NS_PRO_CAL,2025-06-02 ~ 2025-09-02,2025-06-02,2025-09-02,https://inmun360.culture.go.kr/b2bc/file/download/40955,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,010-5031-0440,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2497', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"수성(守城), 우리가 지켜낸 것들!",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2468?menuCd=NS_PRO_CAL,2025-07-01 ~ 2025-09-02,2025-07-01,2025-09-02,https://inmun360.culture.go.kr/b2bc/file/download/44008,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,053-668-1700,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2468', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"인문학, 로컬을 깨우다(AI 시대의 사유실험)",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2812?menuCd=NS_PRO_CAL,2025-07-09 ~ 2025-09-03,2025-07-09,2025-09-03,https://inmun360.culture.go.kr/b2bc/file/download/47693,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,02-2627-2996,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2812', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
드로잉 : 끌리는 여행,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2745?menuCd=NS_PRO_CAL,2025-06-25 ~ 2025-09-03,2025-06-25,2025-09-03,https://inmun360.culture.go.kr/b2bc/file/download/45170,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,02-6257-1045,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2745', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
155마일 DMZ 한국사,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2594?menuCd=NS_PRO_CAL,2025-06-11 ~ 2025-09-03,2025-06-11,2025-09-03,https://inmun360.culture.go.kr/b2bc/file/download/42709,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,033-639-2978,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2594', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"색(色)으로 찾는 몸과 마음의 균형 : 먹는 색, 보는 색, 치유하는 색",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2477?menuCd=NS_PRO_CAL,2025-06-18 ~ 2025-09-03,2025-06-18,2025-09-03,https://inmun360.culture.go.kr/b2bc/file/download/42053,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,031-982-1110,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2477', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
"태어나보니, 식민지 : 20세기 소년소녀 생활사",https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2479?menuCd=NS_PRO_CAL,2025-07-02 ~ 2025-09-03,2025-07-02,2025-09-03,https://inmun360.culture.go.kr/b2bc/file/download/42880,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,02-307-6701,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2479', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
도서관에서 떠나는 섬 여행,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/3005?menuCd=NS_PRO_CAL,2025-07-15 ~ 2025-09-04,2025-07-15,2025-09-04,https://inmun360.culture.go.kr/b2bc/file/download/51201,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,061-242-0121,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/3005', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
좋아하는 그림책 옆에 더 좋아하는 그림책(그림책으로 배우는 인문학),https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2927?menuCd=NS_PRO_CAL,2025-06-22 ~ 2025-09-04,2025-06-22,2025-09-04,https://inmun360.culture.go.kr/b2bc/file/download/49118,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,02-849-8588,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2927', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
우리의 도시와 건축에 담긴 정도전의 사상과 철학,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2864?menuCd=NS_PRO_CAL,2025-07-03 ~ 2025-09-04,2025-07-03,2025-09-04,https://inmun360.culture.go.kr/b2bc/file/download/46756,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,02-565-7533,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2864', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
나의 호르몬 인문학 : 내면의 균형 찾기,https://inmun360.culture.go.kr/b2bc/com/pro/calDetail/2660?menuCd=NS_PRO_CAL,2025-06-11 ~ 2025-09-04,2025-06-11,2025-09-04,https://inmun360.culture.go.kr/b2bc/file/download/42838,"['교육', '인문네트워크']",교육,인문네트워크,,inmun360.culture.go.kr,인문네트워크,2025-08-17 12:53:17,인문네트워크,,,,신청/정원(명),확인하기,02-2603-5919,,"['https://thearts.arko.or.kr/b2bc/assets/images/header_flag.svg', 'https://thearts.arko.or.kr/b2bc/assets/images/head_ico_nuri.svg', 'https://thearts.arko.or.kr/b2bc/com/src/pro/image/2660', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo01.png', 'https://thearts.arko.or.kr/b2bc/assets/images/user/footer_sitelogo02.png']",7,,
